파일명,평면1_평면도_편차,원1(I) <상>_D_편차,원2(I) <중>_D_편차,원3(I) <하>_D_편차,"원통1(I) <- 원1, 원2, 원3의 측정점 병합_D_편차","원통1(I) <- 원1, 원2, 원3의 측정점 병합_원통도_편차","원통1(I) <- 원1, 원2, 원3의 측정점 병합_직각도_편차",점2 <- 점1의 되부름 <열전 관리치수(Spec : 116.6±0.1)>_X_편차,점2 <- 점1의 되부름 <열전 관리치수(Spec : 116.6±0.1)>_Y_편차,각도1 <- 각도[XYPLAN]:직선2와 직선3_Ang_편차,직선4 <27° 소재>_Y/X_편차,직선5 <7.5° 소재>_Y/X_편차,점3 <- 직선4와 직선5의 교차점 <소재>_X_편차,직선6 <35.9° 소재>_Y/X_편차,점4 <- 직선6와 직선5의 교차점 <소재>_X_편차,점4 <- 직선6와 직선5의 교차점 <소재>_Y_편차,직선7 <23.1°>_Y/X_편차,직선8 <6°>_Y/X_편차,점5 <- 직선8와 직선7의 교차점_X_편차,점5 <- 직선8와 직선7의 교차점_Y_편차,원4(E) <소재>_X_편차,원4(E) <소재>_Y_편차,원4(E) <소재>_D_편차,원4(E) <소재>_동심도_편차,점6 <- 직선9와 직선10의 교차점 <소재>_X_편차,점6 <- 직선9와 직선10의 교차점 <소재>_Y_편차,점7 <- 직선10와 직선11의 교차점 <소재>_X_편차,점7 <- 직선10와 직선11의 교차점 <소재>_Y_편차,점8 <- 직선13와 직선12의 교차점 <소재>_X_편차,직선14 <23.1° 소재>_Y/X_편차,직선16 <우상 소재>_X/Y_편차,직선18 <좌상 소재>_X/Y_편차,거리1 <- XAXIS[PT]:점9와 점10 <상>_DS_편차,점13 <- 점11와 점12의 중점 <열전관리_상>_X_편차,직선19 <좌하 소재>_X/Y_편차,직선21 <우하 소재>_X/Y_편차,거리2 <- XAXIS[PT]:점14와 점15 <하>_DS_편차,점18 <- 점16와 점17의 중점 <열전관리_하>_X_편차,점19 <상>_Y_편차,점20 <하>_Y_편차,원5(I) <상부>_Y_편차,원5(I) <상부>_D_편차,원6(I) <하부>_Y_편차,원6(I) <하부>_D_편차,거리3 <- XYPLAN[PT]:원5와 원통1_DS_편차,평면2_Z_편차,평면2_평면도_편차,평면2_평행도_편차,"평면3 <- 점21, 점22, 점23, ... , 점26의 측정점 병합 <마이크로미터로 측정 해볼 것 !!!!!!!!!!!!!!!!>_Z_편차","평면3 <- 점21, 점22, 점23, ... , 점26의 측정점 병합 <마이크로미터로 측정 해볼 것 !!!!!!!!!!!!!!!!>_평면도_편차","평면3 <- 점21, 점22, 점23, ... , 점26의 측정점 병합 <마이크로미터로 측정 해볼 것 !!!!!!!!!!!!!!!!>_평행도_편차",원7(E) <- 원4의 되부름_X_편차,원7(E) <- 원4의 되부름_Y_편차,원7(E) <- 원4의 되부름_D_편차,원7(E) <- 원4의 되부름_동심도_편차,점28 <- 점27의 되부름 <소재 원점>_X_편차,점28 <- 점27의 되부름 <소재 원점>_Y_편차,각도2 <- 각도[XYPLAN]:직선23와 직선24_Ang_편차,점29 <- 점13의 되부름 <소재원점>_X_편차,점29 <- 점13의 되부름 <소재원점>_Y_편차,점30 <- 점18의 되부름 <소재원점>_X_편차,점30 <- 점18의 되부름 <소재원점>_Y_편차,직선25 <- 직선18의 되부름_X/Y_편차,직선26 <- 직선16의 되부름_X/Y_편차,거리4 <- XAXIS[평균]:점32와 점31 <소재기준>_DS_편차,품질상태
240214_일상검사_야_초_2-3-1_OK,0,0.01,0.017,0.012,0.013,0,0,0.093,0.009,0.28,0.214,-0.018,-0.147,-0.233,0.007,0.275,0.138,0.165,-0.086,0.168,-0.007,0.095,-0.399,0,0.051,0.099,0.082,0.101,-0.005,0.099,-0.248,-0.455,0.066,0.019,-0.437,-0.618,0.022,0.034,0.062,-0.02,-0.044,0.01,-0.023,0.001,0.027,0.305,0,0,0.536,0,0,-0.007,0.095,-0.399,0,0.087,0.008,-0.035,0.064,0.096,0.08,0.043,-0.408,-0.295,0.066,1
240214_일상검사_야_초_2-5-1_OK,0,0.009,0.016,0.011,0.013,0,0,0.077,0.007,0.16,0.177,-0.03,-0.148,-0.257,-0.002,0.275,0.095,0.186,-0.107,0.156,-0.006,0.111,-0.419,0,0.038,0.098,0.101,0.093,0.001,0.086,-0.064,-0.215,0.054,0.014,-0.44,-0.605,0.024,0.034,0.043,-0.001,0.041,0.008,0.081,0.009,0.026,0.303,0,0,0.549,0,0,-0.006,0.111,-0.419,0,0.091,0.008,-0.039,0.066,0.083,0.085,0.056,-0.161,-0.118,0.054,1
240215_일상검사_야_중_1-1-1_OK,0,-0.007,-0.004,-0.009,-0.007,0,0,0.082,0.008,0.259,0.256,0.009,-0.141,-0.137,-0.032,0.304,0.147,0.154,-0.075,0.195,-0.019,0.055,-0.41,0,0.022,0.062,0.071,0.066,0.014,0.064,-0.425,-0.236,0.068,0.041,-0.52,-0.631,0.041,0.054,0.069,0.03,0.034,0.043,0.038,0.046,0.051,0.262,0,0,0.491,0,0,-0.019,0.055,-0.41,0,0.108,0.01,0.052,0.081,0.083,0.094,0.063,-0.209,-0.452,0.068,1
240215_일상검사_야_중_2-4-1_OK,0,0.005,0.011,0.008,0.008,0,0,0.075,0.007,0.399,0.178,-0.027,-0.175,-0.233,-0.04,0.291,0.16,0.182,-0.085,0.163,-0.015,0.108,-0.416,0,0.038,0.094,0.09,0.092,-0.003,0.108,-0.311,-0.259,0.052,0.013,-0.375,-0.348,0.029,0.015,0.044,0.029,-0.054,0.014,-0.039,0.015,0.013,0.326,0,0,0.546,0,0,-0.015,0.108,-0.416,0,0.096,0.009,-0.06,0.072,0.077,0.074,0.077,-0.208,-0.361,0.052,1
240215_일상검사_야_중_2-6-1_OK,0,0.007,0.012,0.008,0.009,0,0,0.096,0.009,0.27,0.205,-0.028,-0.145,-0.202,-0.015,0.287,0.152,0.189,-0.057,0.167,0.01,0.101,-0.423,0,0.064,0.088,0.104,0.087,0.023,0.105,-0.101,-0.277,0.04,0.042,-0.496,-0.434,0.026,0.028,0.035,0.021,-0.068,0.009,-0.053,0.009,0.08,0.28,0,0,0.516,0,0,0.01,0.101,-0.423,0,0.116,0.011,0.024,0.074,0.073,0.06,0.075,-0.23,-0.149,0.04,1
240215_일상검사_야_초_1-1-1_OK,0,-0.006,-0.004,-0.008,-0.006,0,0,0.082,0.008,0.205,0.216,0.011,-0.151,-0.172,-0.019,0.3,0.125,0.152,-0.063,0.2,0,0.05,-0.408,0,0.035,0.065,0.092,0.071,0.011,0.039,-0.527,-0.411,0.06,0.045,-0.383,-0.515,0.032,0.054,0.066,0.025,0.019,0.039,-0.04,-0.056,0.024,0.264,0,0,0.501,0,0,0,0.05,-0.408,0,0.08,0.007,0.024,0.066,0.091,0.075,0.07,-0.391,-0.547,0.06,1
240215_일상검사_야_초_1-2-1_OK,0,-0.007,-0.005,-0.009,-0.007,0,0,0.077,0.007,0.271,0.173,-0.016,-0.154,-0.208,-0.039,0.279,0.178,0.192,-0.056,0.158,-0.018,0.116,-0.422,0,0.031,0.094,0.077,0.095,-0.001,0.093,-0.243,-0.144,0.048,0.01,-0.501,-0.337,0.02,0.016,0.04,0.01,-0.001,0.047,0.015,0.041,-0.013,0.303,0,0,0.533,0,0,-0.018,0.116,-0.422,0,0.101,0.009,-0.068,0.074,0.073,0.08,0.059,-0.088,-0.299,0.048,1
240215_일상검사_야_초_1-3-1_OK,0,-0.005,-0.004,-0.008,-0.006,0,0,0.125,0.012,0.344,0.187,-0.022,-0.124,-0.216,0.01,0.285,0.141,0.184,-0.042,0.164,0.038,0.11,-0.4,0,0.082,0.101,0.123,0.107,0.055,0.07,-0.094,-0.208,0.043,0.047,-0.453,-0.559,0.018,0.066,0.031,-0.012,-0.017,0.052,0.01,0.042,-0.004,0.261,0,0,0.475,0,0,0.038,0.11,-0.4,0,0.08,0.007,-0.047,0.057,0.086,0.077,0.061,-0.153,-0.148,0.043,1
240215_일상검사_야_초_1-6-1_OK,0,-0.007,-0.005,-0.008,-0.007,0,0,0.08,0.008,0.128,0.226,0.018,-0.156,-0.167,-0.024,0.3,0.11,0.155,-0.069,0.209,-0.004,0.04,-0.406,0,0.037,0.062,0.079,0.068,0.011,0.052,-0.133,-0.009,0.064,0.041,-0.39,-0.426,0.033,0.048,0.07,0.026,-0.017,0.052,0.003,0.05,0.009,0.243,0,0,0.472,0,0,-0.004,0.04,-0.406,0,0.078,0.007,-0.064,0.061,0.087,0.068,0.064,0.009,-0.151,0.064,1
240215_일상검사_야_초_2-1-1_OK,0,0.006,0.009,0.008,0.007,0,0,0.087,0.008,0.385,0.217,-0.025,-0.161,-0.178,-0.032,0.297,0.138,0.19,-0.079,0.176,0.007,0.107,-0.404,0,0.05,0.102,0.101,0.101,-0.012,0.113,-0.087,-0.34,0.052,0.016,-0.424,-0.475,0.032,0.037,0.055,0.022,0.004,0.006,0.033,0.006,0.068,0.296,0,0,0.531,0,0,0.007,0.107,-0.404,0,0.08,0.007,-0.02,0.054,0.091,0.075,0.081,-0.287,-0.139,0.052,1
240215_일상검사_야_초_2-2-1_OK,0,0.005,0.012,0.011,0.009,0,0,0.076,0.007,0.289,0.199,-0.028,-0.184,-0.203,-0.037,0.285,0,0.184,-0.17,0.161,-0.005,0.103,-0.409,0,0.03,0.096,0.084,0.101,-0.006,0.1,0.245,-0.226,0.053,0.002,-0.389,-0.454,0.024,0.023,0.056,0.002,-0.017,0.014,0.017,0.001,-0.002,0.264,0,0,0.504,0,0,-0.005,0.103,-0.409,0,0.074,0.007,-0.108,0.049,0.092,0.07,0.061,-0.176,0.195,0.053,1
240215_일상검사_야_초_2-3-1_OK,0,0.007,0.013,0.009,0.009,0,0,0.063,0.006,0.346,0.212,-0.038,-0.187,-0.197,-0.045,0.292,0.164,0.189,-0.087,0.174,-0.009,0.107,-0.401,0,0.03,0.102,0.086,0.097,-0.006,0.083,-0.147,-0.248,0.056,-0.001,-0.396,-0.546,0.034,0.025,0.061,0.027,-0.039,0.008,-0.025,0.01,0.009,0.258,0,0,0.479,0,0,-0.009,0.107,-0.401,0,0.073,0.007,-0.043,0.052,0.094,0.078,0.079,-0.195,-0.2,0.056,1
240215_일상검사_야_초_2-5-1_OK,0,0.006,0.011,0.008,0.008,0,0,0.08,0.008,0.366,0.164,-0.031,-0.187,-0.28,-0.023,0.281,0.078,0.196,-0.118,0.157,-0.006,0.12,-0.416,0,0.037,0.104,0.081,0.104,0.003,0.107,-0.163,-0.199,0.045,0.007,-0.408,-0.375,0.02,0.02,0.043,-0.003,0.013,0.006,0.039,0.002,0.042,0.299,0,0,0.508,0,0,-0.006,0.12,-0.416,0,0.078,0.007,-0.114,0.063,0.083,0.075,0.059,-0.14,-0.222,0.045,1
240215_일상검사_주_중_1-5-1,0,-0.006,0.001,-0.002,-0.003,0,0,-0.06,-0.006,-1.635,0.185,-0.017,-0.195,-0.157,-0.061,0.262,0.162,0.184,-0.095,0.145,-0.023,0.131,-0.405,0,0.016,0.131,0.047,0.126,-0.026,0.061,-0.174,-0.32,0.048,-0.021,-0.457,-0.482,0.011,-0.002,0.044,-0.013,-0.02,0.029,0.006,0.019,-0.025,0.375,0,0,0.633,0,0,-0.023,0.131,-0.405,0,0.07,0.007,-0.131,0.054,0.095,0.073,0.058,-0.268,-0.226,0.048,1
240216_일상검사_야_중_2-5-1_OK,0,0.012,0.017,0.012,0.013,0,0,0.082,0.008,0.31,0.179,-0.017,-0.146,-0.227,-0.031,0.286,0.182,0.197,-0.06,0.157,0,0.124,-0.413,0,0.064,0.103,0.095,0.106,0.011,0.118,-0.234,-0.225,0.047,0.013,-0.492,-0.534,0.019,0.032,0.042,0.002,0.033,0.036,0.061,0.046,0.042,0.353,0,0,0.554,0,0,0,0.124,-0.413,0,0.088,0.008,-0.063,0.065,0.081,0.083,0.063,-0.164,-0.296,0.047,1
240216_일상검사_야_중_2-6-1_OK,0,0.009,0.015,0.012,0.012,0,0,0.094,0.009,0.299,0.18,-0.048,-0.14,-0.226,-0.021,0.285,0.172,0.208,-0.051,0.148,0.012,0.141,-0.418,0,0.066,0.112,0.112,0.107,0.021,0.129,-0.272,-0.226,0.03,0.025,-0.506,-0.481,0.026,0.03,0.017,0.032,-0.025,0.036,-0.001,0.041,0.04,0.3,0,0,0.517,0,0,0.012,0.141,-0.418,0,0.11,0.01,-0.006,0.072,0.066,0.077,0.094,-0.161,-0.338,0.03,1
240216_일상검사_야_초_2-1-1_OK,0,0.008,0.012,0.007,0.009,0,0,0.075,0.007,0.467,0.218,-0.04,-0.159,-0.224,-0.026,0.294,0.189,0.2,-0.053,0.169,0.002,0.113,-0.422,0,0.043,0.091,0.089,0.088,0.007,0.119,0.474,-0.269,0.032,0,-0.492,-0.545,0.036,0.028,0.035,0.058,-0.021,0.029,-0.047,0.007,0.048,0.323,0,0,0.525,0,0,0.002,0.113,-0.422,0,0.086,0.008,-0.119,0.045,0.071,0.072,0.104,-0.216,0.421,0.032,1
240217_일상검사_야_초_1-1-1_OK,0,0.013,0.017,0.013,0.014,0,0,0.089,0.008,0.327,0.149,0.018,-0.159,-0.171,-0.022,0.307,0.141,0.168,-0.059,0.197,0.004,0.063,-0.408,0,0.062,0.066,0.092,0.074,0.015,0.085,0.56,-0.257,0.044,0.015,-0.452,-0.376,0.034,0.056,0.057,0.037,0.032,0.033,0.034,0.022,0.021,0.299,0,0,0.5,0,0,0.004,0.063,-0.408,0,0.082,0.008,-0.063,0.037,0.082,0.077,0.081,-0.228,0.531,0.044,1
240217_일상검사_야_초_1-2-1_OK,0,0.012,0.017,0.014,0.015,0,0,0.099,0.009,0.372,0.178,-0.053,-0.157,-0.194,-0.016,0.276,0.174,0.196,-0.06,0.148,0.02,0.133,-0.415,0,0.073,0.12,0.111,0.092,0.024,0.114,-0.166,-0.305,0.039,0.018,-0.481,-0.536,0.013,0.04,0.032,-0.007,0.019,0.024,0.034,0.021,-0.03,0.315,0,0,0.521,0,0,0.02,0.133,-0.415,0,0.074,0.007,-0.061,0.054,0.085,0.076,0.066,-0.241,-0.23,0.039,1
240217_일상검사_야_초_1-3-1_OK,0,0.015,0.018,0.014,0.015,0,0,0.095,0.009,0.413,0.179,-0.055,-0.166,-0.217,-0.034,0.27,0.187,0.22,-0.065,0.131,0.007,0.173,-0.407,0,0.075,0.14,0.09,0.136,0.015,0.133,-0.032,-0.364,0.041,-0.011,-0.514,-0.411,0.007,0.017,0.029,-0.029,-0.017,0.027,-0.006,0.024,0.004,0.34,0,0,0.545,0,0,0.007,0.173,-0.407,0,0.077,0.007,-0.053,0.053,0.092,0.082,0.057,-0.28,-0.116,0.041,1
240217_일상검사_야_초_1-4-1_OK,0,0.014,0.018,0.015,0.015,0,0,0.106,0.01,0.309,0.187,-0.024,-0.134,-0.2,0,0.283,0.133,0.176,-0.041,0.166,0.042,0.092,-0.419,0,0.072,0.082,0.123,0.083,0.04,0.095,-0.159,-0.289,0.032,0.047,-0.413,-0.51,0.014,0.067,0.03,0.001,0.052,0.031,0.044,0.026,-0.011,0.294,0,0,0.501,0,0,0.042,0.092,-0.419,0,0.07,0.007,-0.045,0.046,0.075,0.067,0.064,-0.242,-0.206,0.032,1
240217_일상검사_야_초_1-5-1_OK,0,0.013,0.018,0.015,0.016,0,0,0.05,0.005,0.105,0.163,-0.028,-0.194,-0.189,-0.045,0.298,0.149,0.179,-0.09,0.182,-0.019,0.091,-0.405,0,0.031,0.094,0.073,0.087,-0.013,0.096,-0.321,-0.213,0.052,0.009,-0.474,-0.597,0.041,0.033,0.057,0.052,-0.031,0.024,-0.027,0.02,-0.029,0.311,0,0,0.47,0,0,-0.019,0.091,-0.405,0,0.083,0.008,-0.05,0.063,0.083,0.088,0.093,-0.172,-0.362,0.052,1
240217_일상검사_야_초_1-6-1_OK,0,0.013,0.017,0.016,0.015,0,0,0.101,0.009,0.233,0.215,0.009,-0.144,-0.193,-0.016,0.285,0.091,0.172,-0.09,0.179,0.004,0.082,-0.408,0,0.043,0.092,0.092,0.09,0.018,0.045,-0.115,-0.178,0.057,0.031,-0.418,-0.517,0.011,0.052,0.064,-0.037,-0.016,0.032,0,0.016,-0.035,0.345,0,0,0.537,0,0,0.004,0.082,-0.408,0,0.073,0.007,-0.109,0.061,0.098,0.081,0.037,-0.137,-0.156,0.057,1
240217_일상검사_야_초_2-1-1_OK,0,0.009,0.011,0.008,0.009,0,0,0.11,0.01,0.358,0.178,-0.032,-0.136,-0.182,-0.008,0.309,0.175,0.192,-0.038,0.178,0.037,0.102,-0.405,0,0.081,0.099,0.12,0.091,0.054,0.087,-0.011,-0.201,0.039,0.041,-0.473,-0.472,0.037,0.071,0.034,0.047,0.002,0.045,0.002,0.04,0.106,0.306,0,0,0.454,0,0,0.037,0.102,-0.405,0,0.085,0.008,-0.018,0.05,0.081,0.08,0.107,-0.153,-0.059,0.039,1
240217_일상검사_야_초_2-2-1_OK,0,0.009,0.011,0.009,0.01,0,0,0.071,0.007,0.254,0.218,-0.016,-0.167,-0.181,-0.021,0.3,0.139,0.181,-0.051,0.197,0.024,0.07,-0.414,0,0.054,0.074,0.104,0.071,0.015,0.052,0.319,-0.217,0.042,0.014,-0.451,-0.686,0.028,0.063,0.058,0.025,-0.02,0.04,0.006,0.04,0.043,0.351,0,0,0.556,0,0,0.024,0.07,-0.414,0,0.047,0.004,-0.031,0.021,0.087,0.07,0.075,-0.179,0.281,0.042,1
240217_일상검사_야_초_2-3-1_OK,0,0.008,0.014,0.01,0.011,0,0,0.095,0.009,0.222,0.162,-0.005,-0.195,-0.176,-0.023,0.286,0.062,0.165,-0.12,0.171,-0.004,0.087,-0.411,0,0.038,0.094,0.09,0.091,0.021,0.059,-0.215,-0.293,0.057,0.031,-0.421,-0.527,0.018,0.04,0.061,-0.013,-0.018,0.041,0.016,0.038,0.042,0.288,0,0,0.498,0,0,-0.004,0.087,-0.411,0,0.088,0.008,-0.057,0.07,0.096,0.08,0.046,-0.251,-0.257,0.057,1
240217_일상검사_야_초_2-4-1_OK,0,0.01,0.012,0.01,0.011,0,0,0.096,0.009,0.347,0.152,-0.06,-0.167,-0.237,-0.022,0.275,0.186,0.217,-0.071,0.129,0.03,0.175,-0.411,0,0.085,0.143,0.105,0.134,0.013,0.132,-0.227,-0.267,0.038,0.013,-0.404,-0.556,0.012,0.029,0.024,-0.018,-0.016,0.045,0.021,0.036,0.046,0.341,0,0,0.544,0,0,0.03,0.175,-0.411,0,0.071,0.007,-0.052,0.057,0.092,0.074,0.072,-0.181,-0.313,0.038,1
240217_일상검사_야_초_2-5-1_OK,0,0.009,0.015,0.011,0.012,0,0,0.046,0.004,0.391,0.14,-0.035,-0.182,-0.254,-0.06,0.291,0.177,0.209,-0.103,0.156,-0.032,0.14,-0.41,0,0.014,0.111,0.045,0.115,-0.041,0.151,-0.205,-0.213,0.047,-0.029,-0.55,-0.492,0.036,0.008,0.047,0.044,0.009,0.037,0.019,0.037,0.019,0.303,0,0,0.464,0,0,-0.032,0.14,-0.41,0,0.095,0.009,0.056,0.058,0.085,0.095,0.094,-0.148,-0.27,0.047,1
240217_일상검사_야_초_2-6-1_OK,0,0.006,0.009,0.01,0.008,0,0,0.107,0.01,0.091,0.094,-0.038,-0.156,-0.236,-0.003,0.271,0.168,0.201,-0.048,0.14,0.012,0.141,-0.421,0,0.068,0.11,0.118,0.107,0.031,0.094,-0.185,-0.293,0.035,0.026,-0.469,-0.531,0.011,0.045,0.022,-0.016,-0.036,0.036,-0.006,0.037,0.083,0.334,0,0,0.54,0,0,0.012,0.141,-0.421,0,0.102,0.009,-0.08,0.073,0.075,0.093,0.058,-0.226,-0.252,0.035,1
240219_일상검사_야_중_1-1_1_OK,0,0.011,0.016,0.013,0.013,0,0,0.082,0.008,0.203,0.234,0.028,-0.123,-0.133,-0.027,0.323,0.146,0.166,-0.059,0.212,-0.001,0.05,-0.401,0,0.029,0.061,0.091,0.067,0.021,0.053,-0.114,-0.25,0.059,0.033,-0.478,-0.439,0.047,0.071,0.069,0.067,0.036,0.018,0.028,0.024,0.038,0.244,0,0,0.39,0,0,-0.001,0.05,-0.401,0,0.087,0.008,-0.088,0.054,0.086,0.092,0.098,-0.227,-0.137,0.059,1
240219_일상검사_야_중_1-3_1_OK,0,0.011,0.016,0.012,0.013,0,0,0.084,0.008,0.234,0.187,0.029,-0.136,-0.18,-0.022,0.324,0.158,0.167,-0.057,0.213,0.001,0.049,-0.401,0,0.039,0.059,0.085,0.068,0.032,0.061,-0.142,-0.244,0.059,0.034,-0.298,-0.433,0.051,0.073,0.069,0.067,0.037,0.02,0.028,0.024,0.04,0.243,0,0,0.39,0,0,0.001,0.049,-0.401,0,0.085,0.008,-0.116,0.054,0.085,0.093,0.097,-0.22,-0.166,0.059,1
240219_일상검사_야_중_1-6_1_OK,0,0.01,0.018,0.015,0.014,0,0,0.06,0.006,0.133,0.186,-0.025,-0.18,-0.205,-0.055,0.294,0.222,0.201,-0.066,0.169,-0.016,0.129,-0.393,0,0.006,0.127,0.069,0.124,-0.01,0.103,-0.224,-0.348,0.055,-0.006,-0.783,-0.57,0.041,0.003,0.05,0.037,-0.016,0.022,0.012,0.012,-0.05,0.284,0,0,0.531,0,0,-0.016,0.129,-0.393,0,0.101,0.009,0.076,0.062,0.092,0.071,0.096,-0.29,-0.281,0.055,1
240219_일상검사_야_중_2-2_1_OK,0,0.001,0.007,0.002,0.004,0,0,0.076,0.007,0.256,0.2,-0.031,-0.179,-0.187,-0.031,0.293,0.075,0.182,-0.12,0.174,-0.02,0.094,-0.416,0,0.03,0.09,0.061,0.089,-0.005,0.087,-0.342,-0.304,0.057,0.02,-0.511,-0.551,0.036,0.03,0.055,0.036,0.008,0.033,0.036,0.037,0.031,0.289,0,0,0.519,0,0,-0.02,0.094,-0.416,0,0.103,0.01,-0.033,0.077,0.081,0.087,0.078,-0.261,-0.386,0.057,1
240219_일상검사_야_중_2-4_1_OK,0,0.004,0.006,0.005,0.005,0,0,0.104,0.01,0.184,0.153,-0.019,-0.132,-0.253,-0.005,0.282,0.006,0.193,-0.149,0.132,0.026,0.138,-0.416,0,0.079,0.116,0.114,0.111,0.026,0.13,-0.247,-0.409,0.04,0.04,-0.513,-0.615,0.018,0.045,0.025,-0.009,-0.066,0.043,-0.041,0.036,0.06,0.275,0,0,0.51,0,0,0.026,0.138,-0.416,0,0.097,0.009,-0.073,0.073,0.083,0.078,0.066,-0.343,-0.313,0.04,1
240219_일상검사_야_중_2-6-1_OK,0,0.01,0.014,0.01,0.012,0,0,0.095,0.009,0.353,0.183,-0.017,-0.143,-0.188,-0.016,0.294,0.198,0.182,-0.047,0.171,0.006,0.098,-0.422,0,0.061,0.084,0.099,0.082,0.023,0.246,-0.19,-0.271,0.047,0.033,-0.476,-0.68,0.03,0.054,0.041,0.023,-0.027,0.013,-0.002,0.004,0.022,0.357,0,0,0.61,0,0,0.006,0.098,-0.422,0,0.09,0.008,-0.053,0.068,0.079,0.089,0.075,-0.225,-0.236,0.047,1
240219_일상검사_야_초_1-2-1_OK,0,0.006,0.016,0.009,0.011,0,0,0.1,0.009,0.391,0.185,-0.024,-0.147,-0.187,-0.037,0.289,0.196,0.218,-0.054,0.151,0.012,0.154,-0.395,0,0.06,0.143,0.102,0.129,0.01,0.081,-0.136,-0.382,0.053,0.01,-0.6,-0.443,0.015,0.023,0.049,-0.025,-0.009,0.021,0.013,0.032,-0.009,0.324,0,0,0.539,0,0,0.012,0.154,-0.395,0,0.09,0.008,0.073,0.063,0.102,0.076,0.056,-0.302,-0.216,0.053,1
240219_일상검사_야_초_1-3-1_OK,0,0.011,0.014,0.01,0.012,0,0,0.107,0.01,0.42,0.127,-0.074,-0.173,-0.219,-0.015,0.278,0.191,0.226,-0.066,0.141,0.018,0.176,-0.387,0,0.079,0.154,0.112,0.144,0.028,0.121,-0.194,-0.29,0.047,0.01,-0.423,-0.414,0.02,0.032,0.032,-0.006,-0.011,0.029,0.001,0.027,0.017,0.277,0,0,0.406,0,0,0.018,0.176,-0.387,0,0.09,0.008,0.042,0.066,0.099,0.088,0.083,-0.205,-0.278,0.047,1
240219_일상검사_야_초_1-4-1_OK,0,0.012,0.016,0.01,0.013,0,0,0.099,0.009,0.296,0.188,-0.031,-0.147,-0.195,-0.016,0.317,0.193,0.225,-0.025,0.185,0.029,0.127,-0.384,0,0.082,0.112,0.125,0.107,0.044,0.151,-0.281,-0.463,0.054,0.031,-0.561,-0.584,0.039,0.067,0.043,0.038,0.064,0.029,0.072,0.032,-0.016,0.273,0,0,0.398,0,0,0.029,0.127,-0.384,0,0.076,0.007,-0.007,0.056,0.102,0.093,0.112,-0.402,-0.342,0.054,1
240219_일상검사_야_초_1-5-1_OK,0,0.01,0.016,0.009,0.012,0,0,0.07,0.007,0.377,0.224,-0.046,-0.181,-0.153,-0.053,0.289,0.16,0.199,-0.098,0.173,-0.017,0.122,-0.38,0,0.034,0.127,0.096,0.122,-0.029,0.051,-0.208,-0.229,0.051,-0.007,-0.435,-0.556,0.036,0.015,0.054,0.033,0.007,0.035,0.033,0.018,-0.042,0.334,0,0,0.535,0,0,-0.017,0.122,-0.38,0,0.094,0.009,0.058,0.059,0.093,0.081,0.091,-0.172,-0.264,0.051,1
240219_일상검사_야_초_1-6-1_OK,0,0.01,0.016,0.012,0.013,0,0,0.077,0.007,0.318,0.235,-0.026,-0.176,-0.138,-0.032,0.304,0.136,0.179,-0.077,0.204,-0.007,0.073,-0.387,0,0.026,0.089,0.082,0.093,-0.006,0.061,-0.158,-0.259,0.06,0.023,-0.385,-0.557,0.046,0.041,0.071,0.045,-0.016,0.025,-0.001,0.032,-0.007,0.265,0,0,0.489,0,0,-0.007,0.073,-0.387,0,0.091,0.009,0.025,0.06,0.094,0.078,0.091,-0.225,-0.192,0.06,1
240219_일상검사_야_초_2-1-1_OK,0,0.006,0.013,0.01,0.01,0,0,0.046,0.004,-0.128,0.201,-0.009,-0.159,-0.187,-0.039,0.296,0.175,0.196,-0.067,0.168,-0.009,0.117,-0.412,0,0.038,0.102,0.094,0.098,0.002,0.088,-0.127,-0.231,0.049,0.014,-0.487,-0.619,0.042,0.031,0.042,0.039,0.018,0.042,0.045,0.037,0.032,0.338,0,0,0.601,0,0,-0.009,0.117,-0.412,0,0.103,0.01,-0.018,0.071,0.084,0.088,0.097,-0.18,-0.178,0.049,1
240219_일상검사_야_초_2-2-1_OK,0,0.006,0.012,0.011,0.009,0,0,0.074,0.007,0.292,0.179,-0.019,-0.181,-0.216,-0.041,0.275,0.163,0.18,-0.085,0.163,-0.027,0.111,-0.41,0,0.011,0.104,0.073,0.103,-0.013,0.096,-0.256,-0.254,0.061,0,-0.547,-0.493,0.016,0.002,0.068,-0.012,-0.004,0.04,0.043,0.042,0.007,0.375,0,0,0.612,0,0,-0.027,0.111,-0.41,0,0.095,0.009,-0.028,0.071,0.091,0.073,0.046,-0.201,-0.309,0.061,1
240219_일상검사_야_초_2-3-1_OK,0,0.006,0.006,0.005,0.006,0,0,0.071,0.007,0.455,0.177,-0.048,-0.206,-0.21,-0.045,0.285,0.119,0.176,-0.112,0.167,-0.013,0.1,-0.407,0,0.014,0.095,0.069,0.097,-0.036,0.119,-0.222,-0.201,0.052,0.002,-0.437,-0.513,0.026,0.009,0.055,0.019,-0.035,0.036,-0.002,0.04,0.022,0.375,0,0,0.611,0,0,-0.013,0.1,-0.407,0,0.081,0.008,0.026,0.055,0.084,0.062,0.08,-0.152,-0.271,0.052,1
